,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,Entities,IsEntity
323746,nifty_986,2015-01-08,Research and Markets: Magnetic Resonance Imaging Systems 2014-2020 - EU Analysis and Market Forecasts for the $181 Million Market,Fall,-0.008,129,research and market magnetic resonance imaging system analysis and market forecast for the million market,105,15,0,pharmacy,"['research', 'and', 'market', 'magnetic', 'resonance', 'imaging', 'system', 'analysis', 'and', 'market', 'forecast', 'for', 'the', 'million', 'market']",1
323750,nifty_986,2015-01-08,Research and Markets: MediPoint: Magnetic Resonance Imaging Systems - Current and Future Players,Fall,-0.008,96,research and market medipoint magnetic resonance imaging system current and future player,89,12,0,pharmacy,"['research', 'and', 'market', 'me', '##di', '##point', 'magnetic', 'resonance', 'imaging', 'system', 'current', 'and', 'future', 'player']",1
323759,nifty_986,2015-01-08,"ContraFect to Present Company Overview, Including Clinical Plan for CF-301, at the 7th Annual Biotech Showcase",Fall,-0.008,110,contrafect present company overview including clinical plan for the annual biotech showcase,91,12,0,pharmacy,"['con', '##tra', '##fect', 'present', 'company', 'overview', 'including', 'clinical', 'plan', 'for', 'the', 'annual', 'bio', '##tech', 'showcase']",1
323767,nifty_986,2015-01-08,Global X-Ray Market to Be Worth US$9.8 Billion by 2018: Transparency Market Research,Fall,-0.008,84,global ray market worth billion transparency market research,60,8,0,pharmacy,"['global', 'ray', 'market', 'worth', 'billion', 'transparency', 'market', 'research']",1
323779,nifty_986,2015-01-08,DelMar Pharmaceuticals to Present at Biotech Showcaseâ¢ 2015,Fall,-0.008,61,delmar pharmaceutical present biotech showcaseâ,47,5,0,pharmacy,"['del', '##mar', 'pharmaceutical', 'present', 'bio', '##tech', 'showcase', '##â']",1
323798,nifty_986,2015-01-08,Corbus Pharmaceuticals to Present at Two Upcoming Investor Conferences,Fall,-0.008,70,corbus pharmaceutical present two upcoming investor conference,62,7,0,pharmacy,"['co', '##rb', '##us', 'pharmaceutical', 'present', 'two', 'upcoming', 'investor', 'conference']",1
323830,nifty_986,2015-01-08,Research and Markets: Medical Diagnostics Market in India 2014,Fall,-0.008,62,research and market medical diagnostics market india,52,7,0,pharmacy,"['research', 'and', 'market', 'medical', 'diagnostic', '##s', 'market', 'in', '##dia']",1
323831,nifty_986,2015-01-08,Research and Markets: Global Nuclear Medicine/Radiopharmaceuticals Market Forecast 2014-2020,Fall,-0.008,92,research and market global nuclear medicine radiopharmaceutical market forecast,79,9,0,pharmacy,"['research', 'and', 'market', 'global', 'nuclear', 'medicine', 'radio', '##pha', '##rma', '##ce', '##utical', 'market', 'forecast']",1
323835,nifty_986,2015-01-08,Research and Markets: India Insulin Market Review to 2018 - Intensifying Strategic Alliances Between Companies,Fall,-0.008,110,research and market india insulin market review intensifying strategic alliance between company,95,12,0,pharmacy,"['research', 'and', 'market', 'in', '##dia', 'insulin', 'market', 'review', 'in', '##tens', '##ifying', 'strategic', 'alliance', 'between', 'company']",1
323839,nifty_986,2015-01-08,Research and Markets: MediPoint: Magnetic Resonance Imaging Systems - South America Analysis and Market Forecasts,Fall,-0.008,113,research and market medipoint magnetic resonance imaging system south america analysis and market forecast,106,14,0,pharmacy,"['research', 'and', 'market', 'me', '##di', '##point', 'magnetic', 'resonance', 'imaging', 'system', 'south', 'am', '##eric', '##a', 'analysis', 'and', 'market', 'forecast']",1
323846,nifty_986,2015-01-08,Research and Markets: Sustained Release Injectables Markets to 2022,Fall,-0.008,67,research and market sustained release injectables market,56,7,0,pharmacy,"['research', 'and', 'market', 'sustained', 'release', 'in', '##ject', '##ables', 'market']",1
323856,nifty_986,2015-01-08,Research and Markets: Injectable Drug Delivery Markets to 2022,Fall,-0.008,62,research and market injectable drug delivery market,51,7,0,pharmacy,"['research', 'and', 'market', 'in', '##ject', '##able', 'drug', 'delivery', 'market']",1
323865,nifty_986,2015-01-08,"Technical Scrutiny on Biotech Stocks - Galena Biopharma, Synta Pharma, Merrimack Pharma, Vertex Pharma, and Spectrum Pharma",Fall,-0.008,123,technical scrutiny biotech stock galena biopharma synta pharma merrimack pharma vertex pharma and spectrum pharma,113,15,0,pharmacy,"['technical', 'scrutiny', 'bio', '##tech', 'stock', 'gal', '##ena', 'bio', '##pha', '##rma', 's', '##yn', '##ta', 'p', '##har', '##ma', 'me', '##rri', '##ma', '##ck', 'p', '##har', '##ma', 'vertex', 'p', '##har', '##ma', 'and', 'spectrum', 'p', '##har', '##ma']",1
323926,nifty_986,2015-01-08,Research and Markets: Drug Self-Administration Market Dynamics and Market Demographics to 2022,Fall,-0.008,94,research and market drug self administration market dynamic and market demographic,82,11,0,pharmacy,"['research', 'and', 'market', 'drug', 'self', 'administration', 'market', 'dynamic', 'and', 'market', 'demographic']",1
323964,nifty_986,2015-01-08,Research and Markets: Impact of Biosensing Technologies (Technical Insights Report),Fall,-0.008,83,research and market impact biosensing technology technical insight report,73,9,0,pharmacy,"['research', 'and', 'market', 'impact', 'bio', '##sen', '##sing', 'technology', 'technical', 'insight', 'report']",1
324035,nifty_986,2015-01-08,"Research and Markets: Global Telehealth Market 2015-2019 with GE Healthcare, McKesson, Philips Healthcare Informatics & Siemens Healthcare Dominating",Fall,-0.008,149,research and market global telehealth market with healthcare mckesson philip healthcare informatics siemens healthcare dominating,129,15,0,pharmacy,"['research', 'and', 'market', 'global', 'te', '##le', '##hea', '##lt', '##h', 'market', 'with', 'healthcare', 'm', '##cke', '##sson', 'p', '##hil', '##ip', 'healthcare', 'inform', '##atic', '##s', 'si', '##em', '##ens', 'healthcare', 'dominating']",1
324042,nifty_986,2015-01-08,"Bloomberg BNA To Host Health Care Outlook Event January 14 In Washington, D.C. -- Experts To Address Key Industry Trends",Fall,-0.008,120,bloomberg bna host health care outlook event january washington expert address key industry trend,97,14,0,pharmacy,"['b', '##loom', '##berg', 'b', '##na', 'host', 'health', 'care', 'outlook', 'event', 'j', '##anu', '##ary', 'washing', '##ton', 'expert', 'address', 'key', 'industry', 'trend']",1
324086,nifty_986,2015-01-08,Increased Need for Bio-security Will Influence the Growth of the Global Bio-Detection Market by 2019: TechNavio,Fall,-0.008,111,increased need for bio security will influence the growth the global bio detection market technavio,99,15,0,pharmacy,"['increased', 'need', 'for', 'bio', 'security', 'will', 'influence', 'the', 'growth', 'the', 'global', 'bio', 'detection', 'market', 'tech', '##na', '##vio']",1
324131,nifty_986,2015-01-08,Dipexium Pharmaceuticals to Present at Biotech Showcaseâ¢ 2015,Fall,-0.008,63,dipexium pharmaceutical present biotech showcaseâ,49,5,0,pharmacy,"['dip', '##ex', '##ium', 'pharmaceutical', 'present', 'bio', '##tech', 'showcase', '##â']",1
324178,nifty_986,2015-01-08,U.S. hedge fund plans to take on big pharma over patents,Fall,-0.008,56,hedge fund plan take big pharma over patent,43,8,0,pharmacy,"['hedge', 'fund', 'plan', 'take', 'big', 'p', '##har', '##ma', 'over', 'patent']",1
324199,nifty_986,2015-01-08,"Research and Markets: Global Cervical Cancer Diagnostic Tests Market 2014-2018 with Abbott Laboratories, Becton Dickinson, Hologic, Qiagen, Quest Diagnostics & Roche Diagnostics Dominating",Fall,-0.008,188,research and market global cervical cancer diagnostic test market with abbott laboratory becton dickinson hologic qiagen quest diagnostics roche diagnostics dominating,167,21,0,pharmacy,"['research', 'and', 'market', 'global', 'c', '##er', '##vic', '##al', 'cancer', 'diagnostic', 'test', 'market', 'with', 'abbot', '##t', 'laboratory', 'be', '##cton', 'dick', '##ins', '##on', 'ho', '##log', '##ic', 'q', '##ia', '##gen', 'quest', 'diagnostic', '##s', 'r', '##och', '##e', 'diagnostic', '##s', 'dominating']",1
324336,nifty_986,2015-01-08,INTERVIEW-Halozyme CEO sees blockbuster potential in its cancer drug,Fall,-0.008,68,interview halozyme ceo see blockbuster potential it cancer drug,63,9,0,pharmacy,"['interview', 'ha', '##lo', '##zy', '##me', 'c', '##eo', 'see', 'block', '##buster', 'potential', 'it', 'cancer', 'drug']",1
324427,nifty_986,2015-01-08,Biogen’s MS Drug Shows Promise Despite Study Failures,Fall,-0.008,53,biogen drug show promise despite study failure,46,7,0,pharmacy,"['bio', '##gen', 'drug', 'show', 'promise', 'despite', 'study', 'failure']",1
324428,nifty_986,2015-01-08,"Pfizer, FDA Continue Talks on Breast-Cancer Drug",Fall,-0.008,48,pfizer fda continue talk breast cancer drug,43,7,0,pharmacy,"['p', '##fi', '##zer', 'f', '##da', 'continue', 'talk', 'breast', 'cancer', 'drug']",1
324447,nifty_986,2015-01-08,"GW Pharmaceuticals, Otsuka Cancer-Pain Drug Misses Primary Endpoint",Fall,-0.008,67,pharmaceutical otsuka cancer pain drug miss primary endpoint,60,8,0,pharmacy,"['pharmaceutical', 'o', '##tsu', '##ka', 'cancer', 'pain', 'drug', 'miss', 'primary', 'end', '##point']",1
324515,nifty_987,2015-01-12,Bristol-Myers’s Lung Cancer Drug Shows Success,Neutral,-0.0028,46,bristol myers lung cancer drug show success,43,7,0,pharmacy,"['br', '##ist', '##ol', 'my', '##ers', 'lung', 'cancer', 'drug', 'show', 'success']",1
324526,nifty_987,2015-01-12,Merck to Continue Focus on Cancer Drug Keytruda,Neutral,-0.0028,47,merck continue focus cancer drug keytruda,41,6,0,pharmacy,"['me', '##rc', '##k', 'continue', 'focus', 'cancer', 'drug', 'key', '##tr', '##uda']",1
324584,nifty_988,2015-01-13,Active Biotech to Present at the 33rd Annual J.P. Morgan Healthcare Conference,Fall,-0.006,78,active biotech present the annual morgan healthcare conference,62,8,0,pharmacy,"['active', 'bio', '##tech', 'present', 'the', 'annual', 'm', '##or', '##gan', 'healthcare', 'conference']",1
324736,nifty_988,2015-01-13,"Aegerion Pharmaceuticals Reports Preliminary 2014 Net Product Sales, Its Outlook for 2015 and Other Business Updates",Fall,-0.006,116,aegerion pharmaceutical report preliminary net product sale it outlook for and other business update,100,14,0,pharmacy,"['a', '##ege', '##rion', 'pharmaceutical', 'report', 'preliminary', 'net', 'product', 'sale', 'it', 'outlook', 'for', 'and', 'other', 'business', 'update']",1
324744,nifty_988,2015-01-13,Merck Provides Update on Strategic Actions to Transform the Company and Build a Platform for Sustained Future Growth at the 33rd Annual J.P. Morgan Healthcare Conference,Fall,-0.006,169,merck provides update strategic action transform the company and build platform for sustained future growth the annual morgan healthcare conference,147,20,0,pharmacy,"['me', '##rc', '##k', 'provides', 'update', 'strategic', 'action', 'transform', 'the', 'company', 'and', 'build', 'platform', 'for', 'sustained', 'future', 'growth', 'the', 'annual', 'm', '##or', '##gan', 'healthcare', 'conference']",1
324761,nifty_988,2015-01-13,Amicus Therapeutics Provides Full-Year 2015 Strategic Outlook and Financial Guidance,Fall,-0.006,84,amicus therapeutic provides full year strategic outlook and financial guidance,78,10,0,pharmacy,"['am', '##icus', 'therapeutic', 'provides', 'full', 'year', 'strategic', 'outlook', 'and', 'financial', 'guidance']",1
324789,nifty_988,2015-01-13,"HealthPrize Technologies Adds Leading Healthcare Executives to Board of Directors: Dieter Weinand, President and CEO of Bayer Pharma AG, and Dawn Owens, Former CEO of OptumHealth",Fall,-0.006,178,healthprize technology add leading healthcare executive board director dieter weinand president and ceo bayer pharma and dawn owen former ceo optumhealth,153,21,0,pharmacy,"['health', '##p', '##riz', '##e', 'technology', 'add', 'leading', 'healthcare', 'executive', 'board', 'director', 'diet', '##er', 'we', '##ina', '##nd', 'president', 'and', 'c', '##eo', 'bay', '##er', 'p', '##har', '##ma', 'and', 'dawn', 'owe', '##n', 'former', 'c', '##eo', 'op', '##tum', '##hea', '##lt', '##h']",1
324793,nifty_988,2015-01-13,10X Genomics Closes $55.5 Million Series B Round,Fall,-0.006,48,genomics close million series round,35,5,0,pharmacy,"['g', '##eno', '##mic', '##s', 'close', 'million', 'series', 'round']",1
324979,nifty_988,2015-01-13,"Research and Markets: New Pharmacovigilance Legislation Course: 22nd-23rd April 2015, London UK",Fall,-0.006,95,research and market new pharmacovigilance legislation course april london,73,9,0,pharmacy,"['research', 'and', 'market', 'new', 'p', '##har', '##ma', '##co', '##vi', '##gi', '##lance', 'legislation', 'course', 'a', '##p', '##ril', 'lo', '##ndon']",1
324983,nifty_988,2015-01-13,"Research and Markets: Developing Effective Training Skills in the Pharma Industry Course: 27-28th April 2015, London UK",Fall,-0.006,119,research and market developing effective training skill the pharma industry course april london,95,13,0,pharmacy,"['research', 'and', 'market', 'developing', 'effective', 'training', 'skill', 'the', 'p', '##har', '##ma', 'industry', 'course', 'a', '##p', '##ril', 'lo', '##ndon']",1
325007,nifty_988,2015-01-13,"Research and Markets: Managing Vendor/ CRO Oversight in the Pharm Industry Course: 9th-10th March 2015, London UK",Fall,-0.006,113,research and market managing vendor cro oversight the pharm industry course march london,88,13,0,pharmacy,"['research', 'and', 'market', 'managing', 'vendor', 'c', '##ro', 'oversight', 'the', 'p', '##har', '##m', 'industry', 'course', 'march', 'lo', '##ndon']",1
325051,nifty_988,2015-01-13,"Research and Markets: Behavioral/Mental Health Software Market Report 2014-2019 - Delivery Mode, Functionality & End User Analysis",Fall,-0.006,130,research and market behavioral mental health software market report delivery mode functionality end user analysis,113,15,0,pharmacy,"['research', 'and', 'market', 'behavioral', 'mental', 'health', 'software', 'market', 'report', 'delivery', 'mode', 'functionality', 'end', 'user', 'analysis']",1
325069,nifty_988,2015-01-13,Celgene Corporation Announces 2015 and Long-Term Financial Outlook and Preliminary 2014 Results,Fall,-0.006,95,celgene corporation announces and long term financial outlook and preliminary result,84,11,0,pharmacy,"['c', '##el', '##gene', 'corporation', 'announces', 'and', 'long', 'term', 'financial', 'outlook', 'and', 'preliminary', 'result']",1
325110,nifty_988,2015-01-13,Reformulation of Marketed Drugs Expected to Boost the Epilepsy Market in the US by 2019: TechNavio,Fall,-0.006,98,reformulation marketed drug expected boost the epilepsy market the technavio,76,10,0,pharmacy,"['reform', '##ulation', 'marketed', 'drug', 'expected', 'boost', 'the', 'e', '##pile', '##psy', 'market', 'the', 'tech', '##na', '##vio']",1
325183,nifty_988,2015-01-13,Research and Markets: Global Herbal Medicine Industry Report 2015-2020,Fall,-0.006,70,research and market global herbal medicine industry report,58,8,0,pharmacy,"['research', 'and', 'market', 'global', 'herb', '##al', 'medicine', 'industry', 'report']",1
325243,nifty_988,2015-01-13,Research and Markets: Global Orphan Drug Pipeline & Regulatory Insight 2015,Fall,-0.006,75,research and market global orphan drug pipeline regulatory insight,66,9,0,pharmacy,"['research', 'and', 'market', 'global', 'orphan', 'drug', 'pipeline', 'regulatory', 'insight']",1
325316,nifty_988,2015-01-13,GenMark Announces Completion of ePlexâ¢ Development and Preliminary Q4 Financial Results,Fall,-0.006,89,genmark announces completion eplexâ development and preliminary financial result,80,9,0,pharmacy,"['g', '##en', '##mark', 'announces', 'completion', 'e', '##plex', '##â', 'development', 'and', 'preliminary', 'financial', 'result']",1
